Id;URL;FullName;FirstName;Status;Race;Gender;Nationality;Parent(s);Child(ren);Relative(s);Partner(s);Profession;Abilities
20;https://witcher.fandom.com/wiki/Calanthe;Calanthe;Calanthe;Deceased (jumped to her death during the Slaughter of Cintra);Human;Female;;{'https://witcher.fandom.com/wiki/Adalia': 'Adalia (mother)', 'https://witcher.fandom.com/wiki/Dagorad': 'Dagorad (father)'};{'https://witcher.fandom.com/wiki/Pavetta': 'Pavetta (daughter)'};{'https://witcher.fandom.com/wiki/Ciri': 'Ciri (granddaughter)', 'https://witcher.fandom.com/wiki/Crach_an_Craite': 'Crach an Craite (nephew)', 'https://witcher.fandom.com/wiki/Meve': 'Meve (distant cousin)'};{'https://witcher.fandom.com/wiki/Roegner_of_Ebbing': 'Roegner of Ebbing (first husband, deceased)', 'https://witcher.fandom.com/wiki/Eist_Tuirseach': 'Eist Tuirseach (second husband)'};;
21;https://witcher.fandom.com/wiki/Caleb_Stratton;Caleb Stratton;Caleb;Deceased (killed by Daerlanians);Dwarf;Male;;;;;;Soldier;
22;https://witcher.fandom.com/wiki/Carduin;Carduin;Carduin;;Human;Male;;;;;;"Mage
Advisor";Magic
23;https://witcher.fandom.com/wiki/Ceallach_aep_Gruffyd;Ceallach aep Gruffyd;Ceallach;;Human;Male;;{'https://witcher.fandom.com/wiki/Gruffyd': 'Gruffyd (father)'};{'https://witcher.fandom.com/wiki/Aillil_aep_Ceallach': 'Aillil aep Ceallach (son)', 'https://witcher.fandom.com/wiki/Dheran_aep_Ceallach': 'Dheran aep Ceallach (son)', 'https://witcher.fandom.com/wiki/Cahir': 'Cahir (son)'};{'https://witcher.fandom.com/wiki/Assire_var_Anahid': 'Assire var Anahid (aunt-in-law)'};{'https://witcher.fandom.com/wiki/Mawr': 'Mawr (wife)'};Seneschal;
24;https://witcher.fandom.com/wiki/Cerro;Cerro;Cerro;Deceased (murdered by Falka);Half-elf;Female;;;{'https://witcher.fandom.com/wiki/Heltmult': 'Heltmult (son)', 'https://witcher.fandom.com/wiki/Denhard': 'Denhard (son)', 'https://witcher.fandom.com/wiki/Riannon': 'Riannon (adoptive daughter)', 'https://witcher.fandom.com/wiki/Falka': 'Falka (stepdaughter)'};;{'https://witcher.fandom.com/wiki/Vridank': 'Vridank (husband)'};;
25;https://witcher.fandom.com/wiki/Ciaran_aep_Dearbh;Ciaran aep Dearbh;Ciaran;;Aen Seidhe Elf;Male;;;;;;Soldier;Swordsmanship
26;https://witcher.fandom.com/wiki/Ciri;Ciri;Ciri;;Human;Female;;{'https://witcher.fandom.com/wiki/Pavetta': 'Pavetta (mother)', 'https://witcher.fandom.com/wiki/Emhyr_var_Emreis': 'Emhyr var Emreis (father)', 'https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg': 'Yennefer of Vengerberg (adoptive mother)', 'https://witcher.fandom.com/wiki/Geralt_of_Rivia': 'Geralt of Rivia (adoptive father)'};;{};;"Witcher
Empress of Nilfgaard (dependent, games)";"Elder blood gene
Swordsmanship
Magic (relinquished)"
27;https://witcher.fandom.com/wiki/Cirilla_Fiona_(imposter);Cirilla Fiona;Cirilla;Deceased;Human;Female;;;;;{};;
28;https://witcher.fandom.com/wiki/Codringher;Codringher;Codringher;Deceased (stabbed by Schirrú);Human;Male;;;;;;Jurist;
29;https://witcher.fandom.com/wiki/Coinneach_D%C3%A1_Reo;Coinneach Dá Reo;Coinneach;Deceased (hanged);Aen Seidhe Elf;Male;;;;;;Soldier;Swordsmanship
30;https://witcher.fandom.com/wiki/Connor;Connor;Connor;;Human;Male;;;;;;;
31;https://witcher.fandom.com/wiki/Coram_I;Coram I;Coram I;Deceased;Human;Male;;{'https://witcher.fandom.com/wiki/Correl': 'Correl (father)', 'https://witcher.fandom.com/wiki/Eschiva_of_Sodden': 'Eschiva of Sodden (mother)'};{'https://witcher.fandom.com/wiki/Coram_II': 'Coram II (son)'};{'https://witcher.fandom.com/wiki/Ceran': 'Ceran (brother)', 'https://witcher.fandom.com/wiki/Cirra_of_Cintra': 'Cirra of Cintra (sister)'};{'https://witcher.fandom.com/wiki/Rigoberta': 'Rigoberta (wife)'};;
32;https://witcher.fandom.com/wiki/Coram_II;Coram II;Coram II;Deceased (injury);Human;Male;;{'https://witcher.fandom.com/wiki/Coram_I': 'Coram I (father)', 'https://witcher.fandom.com/wiki/Rigoberta': 'Rigoberta (mother)'};{'https://witcher.fandom.com/wiki/Corbett': 'Corbett (son)'};;{'https://witcher.fandom.com/wiki/Fiona': 'Fiona (wife)'};;
33;https://witcher.fandom.com/wiki/Corbett;Corbett;Corbett;Deceased;Human;Male;;{'https://witcher.fandom.com/wiki/Coram_II': 'Coram II (father)', 'https://witcher.fandom.com/wiki/Fiona': 'Fiona (mother)'};{'https://witcher.fandom.com/wiki/Dagorad': 'Dagorad (son)'};;{'https://witcher.fandom.com/wiki/Elen_of_Kaedwen': 'Elen of Kaedwen (wife)'};;
34;https://witcher.fandom.com/wiki/Cosmo_Baldenvegg;Cosmo Baldenvegg;Cosmo;Deceased (hanged);Halfling;Male;;;;;;;
35;https://witcher.fandom.com/wiki/Count_Lanier;Count Lanier;Count;;Human;Male;;;{'https://witcher.fandom.com/wiki/Jolie_Lanier': 'Jolie Lanier (daughter)'};;;;
36;https://witcher.fandom.com/wiki/Cregennan_of_Lod;Cregennan of Lod;Cregennan;Deceased (murdered by human assassins);Human;Male;[1];;{'https://witcher.fandom.com/wiki/Riannon': 'Riannon (daughter)'};{'https://witcher.fandom.com/wiki/Ciri': 'Ciri (descendent)'};{'https://witcher.fandom.com/wiki/Lara_Dorren': 'Lara Dorren (lover)'};Mage;Magic
37;https://witcher.fandom.com/wiki/Crispin;Crispin;Crispin;;Human;Male;;{'https://witcher.fandom.com/wiki/Anna_Kameny': 'Anna Kameny (mother)', 'https://witcher.fandom.com/wiki/Roger_Kameny': 'Roger Kameny (supposed father)', 'https://witcher.fandom.com/wiki/Amavet': 'Amavet (biological father)'};;{'https://witcher.fandom.com/wiki/Muriel': 'Muriel (twin sister)'};;;
38;https://witcher.fandom.com/wiki/Dagorad;Dagorad;Dagorad;Deceased (blood infection);Human;Male;;{'https://witcher.fandom.com/wiki/Corbett': 'Corbett (father)', 'https://witcher.fandom.com/wiki/Elen_of_Kaedwen': 'Elen of Kaedwen (mother)'};{'https://witcher.fandom.com/wiki/Calanthe': 'Calanthe (daughter)'};{'https://witcher.fandom.com/wiki/Pavetta': 'Pavetta (granddaughter)', 'https://witcher.fandom.com/wiki/Ciri': 'Ciri (great-granddaughter)'};{'https://witcher.fandom.com/wiki/Adalia': 'Adalia (wife)'};;
39;https://witcher.fandom.com/wiki/Dandelion;Dandelion;Dandelion;;Human;Male;(speculative)[N 1];{};;{'https://witcher.fandom.com/wiki/Ferrant_de_Lettenhove': 'Ferrant de Lettenhove (cousin)'};{'https://witcher.fandom.com/wiki/Anna_Henrietta': 'Anna Henrietta (lover, formerly)', 'https://witcher.fandom.com/wiki/Vespula': 'Vespula (lover, formerly)', 'https://witcher.fandom.com/wiki/Priscilla': 'Priscilla (lover, formerly)'};Bard;"Lute playing
Singing
Writing poetry and prose"
40;https://witcher.fandom.com/wiki/Daniel_Etcheverry;Daniel Etcheverry;Daniel;;Human;Male;;;;{'https://witcher.fandom.com/wiki/Ciri': 'Ciri (distant relative)', 'https://witcher.fandom.com/wiki/Enzo_Etcheverry': 'Enzo Etcheverry (likely relative)'};;Knight;
41;https://witcher.fandom.com/wiki/Demavend_III;Demavend III;Demavend III;Deceased (games);Human;Male;;{'https://witcher.fandom.com/wiki/Virfuril': 'Virfuril (father)'};{'https://witcher.fandom.com/wiki/Stennis': 'Stennis (son)'};{'https://witcher.fandom.com/wiki/Esterad_Thyssen': 'Esterad Thyssen (second cousin)', 'https://witcher.fandom.com/wiki/Meve': 'Meve (cousin, unknown degree)'};{'https://witcher.fandom.com/wiki/Demaretta_of_Gulet': 'Demaretta of Gulet (lover)'};;
42;https://witcher.fandom.com/wiki/Echel_Traighlethan;Echel Traighlethan;Echel;Deceased (hanged);Aen Seidhe Elf;Male;;;;;;Soldier;Swordsmanship
43;https://witcher.fandom.com/wiki/Effenberg;Effenberg;Effenberg;;Human;Male;;;;;;Editor;
44;https://witcher.fandom.com/wiki/Eithn%C3%A9;Eithné;Eithné;;Dryad;Female;Brokilonian;;{'https://witcher.fandom.com/wiki/Mor%C3%A9nn': 'Morénn (daughter)'};;;;
45;https://witcher.fandom.com/wiki/Elan_Trahe;Elan Trahe;Elan;;Human;Male;;;;;;"Soldier
Author";
46;https://witcher.fandom.com/wiki/Elen_of_Kaedwen;Elen of Kaedwen;Elen;Deceased;Human;Female;;{'https://witcher.fandom.com/wiki/Benda': 'Benda (father)'};{'https://witcher.fandom.com/wiki/Dagorad': 'Dagorad (son)'};;{'https://witcher.fandom.com/wiki/Corbett': 'Corbett (husband)'};;
47;https://witcher.fandom.com/wiki/Emhyr_var_Emreis;Emhyr var Emreis;Emhyr;Deceased;Human;Male;;{'https://witcher.fandom.com/wiki/Fergus_var_Emreis': 'Fergus var Emreis (father)'};{'https://witcher.fandom.com/wiki/Ciri': 'Ciri (daughter)'};{'https://witcher.fandom.com/wiki/Anna_Henrietta': 'Anna Henrietta (cousin, unknown degree)', 'https://witcher.fandom.com/wiki/Sylvia_Anna': 'Sylvia Anna (cousin, unknown degree)'};{'https://witcher.fandom.com/wiki/Pavetta': 'Pavetta (first wife, deceased)', 'https://witcher.fandom.com/wiki/Aine_Dermott': 'Aine Dermott (lover, formerly)', 'https://witcher.fandom.com/wiki/Clara_aep_Gwydolyn_Gor': 'Clara aep Gwydolyn Gor (lover, formerly)', 'https://witcher.fandom.com/wiki/Dervla_Tryffin_Broinne': 'Dervla Tryffin Broinne (lover, formerly)', 'https://witcher.fandom.com/wiki/False_Ciri': 'False Ciri (second wife)'};;
48;https://witcher.fandom.com/wiki/Emiel_Regis_Rohellec_Terzieff-Godefroy;Emiel Regis Rohellec Terzieff-Godefroy;Emiel;"Deceased (molten by Vilgefortz)
Alive (game canon)";Higher vampire;Male;;;;;{'https://witcher.fandom.com/wiki/Natanis': 'Natanis (fling)', 'https://witcher.fandom.com/wiki/Queen_of_the_Night': 'Queen of the Night (in game lover, formerly)'};Barber-surgeon;
49;https://witcher.fandom.com/wiki/Ethain;Ethain;Ethain;;Human;Male;;{'https://witcher.fandom.com/wiki/Mathen': 'Mathen (father)'};;;{'https://witcher.fandom.com/wiki/Sha': 'Sha (wife, briefly)'};;
50;https://witcher.fandom.com/wiki/Falka;Falka;Falka;Deceased (burned at the stake);Quarter-elf;Female;;{'https://witcher.fandom.com/wiki/Vridank': 'Vridank (father)', 'https://witcher.fandom.com/wiki/Beatrix_of_Kovir': 'Beatrix of Kovir (mother)', 'https://witcher.fandom.com/wiki/Cerro': 'Cerro (stepmother)'};;{'https://witcher.fandom.com/wiki/Heltmult': 'Heltmult (half-brother)', 'https://witcher.fandom.com/wiki/Denhard': 'Denhard (half-brother)', 'https://witcher.fandom.com/wiki/Riannon': 'Riannon (adoptive sister)'};;;
51;https://witcher.fandom.com/wiki/Falka_(alias);Falka;Falka;;Human;Female;;;;;;;
52;https://witcher.fandom.com/wiki/Fauve;Fauve;Fauve;;Dryad;Female;Brokilonian;;;;;;Healing
53;https://witcher.fandom.com/wiki/Field_Marshal_Windbag;Field Marshal Windbag;Field;;Unknown;Male;;;;;;;
54;https://witcher.fandom.com/wiki/Figgis_Merluzzo;Figgis Merluzzo;Figgis;;Dwarf;Male;;;;;;"Blacksmith
Soldier";
55;https://witcher.fandom.com/wiki/Fiona;Fiona;Fiona;Deceased;Quarter-elf;Female;;{'https://witcher.fandom.com/wiki/Goidemar': 'Goidemar (father)', 'https://witcher.fandom.com/wiki/Riannon': 'Riannon (mother)'};{'https://witcher.fandom.com/wiki/Corbett': 'Corbett (son)'};{'https://witcher.fandom.com/wiki/Amavet': 'Amavet (brother)', 'https://witcher.fandom.com/wiki/Adela': 'Adela (sister)', 'https://witcher.fandom.com/wiki/Cedric_(king)': 'Cedric (king) (half-brother)'};{'https://witcher.fandom.com/wiki/Coram_II': 'Coram II (husband)'};;
56;https://witcher.fandom.com/wiki/Flourens_Delannoy;Flourens Delannoy;Flourens;Deceased;Human;Male;;;;;;Historian;
57;https://witcher.fandom.com/wiki/Francesca_Findabair;Francesca Findabair;Francesca;;Aen Seidhe Elf;Female;;{'https://witcher.fandom.com/wiki/Simlas_Finn_aep_Dabairr': 'Simlas Finn aep Dabairr (father, disowned)'};;;;Mage;Magic
58;https://witcher.fandom.com/wiki/Fringilla_Vigo;Fringilla Vigo;Fringilla;;Human;Female;(?);;;{'https://witcher.fandom.com/wiki/Artorius_Vigo': 'Artorius Vigo (paternal uncle)', 'https://witcher.fandom.com/wiki/Anna_Henrietta': 'Anna Henrietta (cousin)', 'https://witcher.fandom.com/wiki/Syanna': 'Syanna (cousin)'};{'https://witcher.fandom.com/wiki/Geralt_of_Rivia': 'Geralt of Rivia (fling)'};Mage;Illusion magic
59;https://witcher.fandom.com/wiki/Geralt_of_Rivia;Geralt of Rivia;Geralt;;Witcher Human;Male;;{'https://witcher.fandom.com/wiki/Visenna': 'Visenna (mother)', 'https://witcher.fandom.com/wiki/Korin': 'Korin (father)'};{'https://witcher.fandom.com/wiki/Ciri': 'Ciri (adopted daughter)'};;{'https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg': 'Yennefer of Vengerberg (Love of his life in books, possible lover in The Witcher 3)', 'https://witcher.fandom.com/wiki/The_Witcher_3': 'The Witcher 3 (former lover in books, possible lover in all three games)'};Witcher;"Superhuman abilities
Swordsmanship
Alchemy
Signs"
60;https://witcher.fandom.com/wiki/Gerhart_of_Aelle;Gerhart of Aelle;Gerhart;Deceased (died of a heart attack);Human;Male;;;;;;"Mage
Author";"Magic
Source"
61;https://witcher.fandom.com/wiki/Giselher;Giselher;Giselher;Deceased (killed by Leo Bonhart);Human;Male;(?);;;;;;
62;https://witcher.fandom.com/wiki/Goidemar;Goidemar;Goidemar;Deceased;Quarter-elf;Male;;{'https://witcher.fandom.com/wiki/Gardic': 'Gardic (father)', 'https://witcher.fandom.com/wiki/Vulpia': 'Vulpia (mother)'};{'https://witcher.fandom.com/wiki/Amavet': 'Amavet (son)', 'https://witcher.fandom.com/wiki/Adela': 'Adela (daughter)', 'https://witcher.fandom.com/wiki/Fiona': 'Fiona (son)'};{'https://witcher.fandom.com/wiki/Leticia_Charbonneau': 'Leticia Charbonneau (half-sister)'};{'https://witcher.fandom.com/wiki/Riannon': 'Riannon (first wife, deceased)', 'https://witcher.fandom.com/wiki/Adda_of_Cidaris': 'Adda of Cidaris (second wife)'};;
63;https://witcher.fandom.com/wiki/Havekar;Havekar;Havekar;;Unknown;;;;;;;;
64;https://witcher.fandom.com/wiki/Hector_Laabs;Hector Laabs;Hector;;Human;Male;;;;;;"Village elder
Judge";
65;https://witcher.fandom.com/wiki/Hedwig_of_Malleore;Hedwig of Malleore;Hedwig;;Human;Female;;;{'https://witcher.fandom.com/wiki/Dalimira': 'Dalimira (daughter)', 'https://witcher.fandom.com/wiki/Milena': 'Milena (daughter)', 'https://witcher.fandom.com/wiki/Radovid_V': 'Radovid V (son)'};{'https://witcher.fandom.com/wiki/Blanka': 'Blanka (cousin)'};{'https://witcher.fandom.com/wiki/Vizimir_II': 'Vizimir II (husband)'};;
66;https://witcher.fandom.com/wiki/Henselt;Henselt;Henselt;;Human;Male;;{'https://witcher.fandom.com/wiki/Radowit_II': 'Radowit II (father, possibly)'};;;;;
67;https://witcher.fandom.com/wiki/Houtborg_triplets;Houtborg triplets;Houtborg;;Unknown;;;;;;;;
68;https://witcher.fandom.com/wiki/Ida_Emean_aep_Sivney;Ida Emean aep Sivney;Ida;;Aen Seidhe Elf;Female;;;;;;Mage;Magic
69;https://witcher.fandom.com/wiki/Iorweth;Iorweth;Iorweth;;Aen Seidhe Elf;Male;;;;;;"Guerrilla fighter
Unit commander";"Bowmanship
Melee combat (incl. dual-wielding)
Playing the flute
Swordsmanship"
70;https://witcher.fandom.com/wiki/Isengrim_Faoiltiarna;Isengrim Faoiltiarna;Isengrim;;Aen Seidhe Elf;Male;;;;;;Soldier;Swordsmanship
71;https://witcher.fandom.com/wiki/Iskra;Iskra;Iskra;Deceased (killed by Leo Bonhart);Wood Elf;Female;;;;;{'https://witcher.fandom.com/wiki/Giselher': 'Giselher (lover)'};;
72;https://witcher.fandom.com/wiki/Istredd;Istredd;Istredd;;Human;Male;;;;;{'https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg': 'Yennefer of Vengerberg (lover, sporadically)'};Mage;Magic
73;https://witcher.fandom.com/wiki/Ithlinne;Ithlinne;Ithlinne;;Elf;Female;;{'https://witcher.fandom.com/wiki/Aevenien': 'Aevenien (mother)'};;;;"Astrologer
Healer
Soothsayer";
74;https://witcher.fandom.com/wiki/Jacob_Fenn;Jacob Fenn;Jacob;Deceased (burnt alive by Schirrú);Human;Male;;;;;;Jurist;
75;https://witcher.fandom.com/wiki/Jan_Lennep;Jan Lennep;Jan;Deceased (hanged);Human;Male;;;;;;"Agent
Spy";
76;https://witcher.fandom.com/wiki/Jan_Struycken;Jan Struycken;Jan;;Human;Male;;;;;;Intelligence officer;
77;https://witcher.fandom.com/wiki/Jolie_Lanier;Jolie Lanier;Jolie;Deceased;Human;Female;;{'https://witcher.fandom.com/wiki/Count_Lanier': 'Count Lanier (father)'};;;;;
78;https://witcher.fandom.com/wiki/Kayleigh;Kayleigh;Kayleigh;Deceased (killed by Leo Bonhart);Human;Male;;;;;;;
79;https://witcher.fandom.com/wiki/Keira_Metz;Keira Metz;Keira;;Human;Female;;;;;{'https://witcher.fandom.com/wiki/Lambert': 'Lambert (dependent)'};"Advisor
Mage";Magic
80;https://witcher.fandom.com/wiki/Kolda;Kolda;Kolda;Deceased;Human;Male;;;;;;Havekar;
81;https://witcher.fandom.com/wiki/Lara_Dorren;Lara Dorren;Lara;Deceased;Aen Elle Elf;Female;;{'https://witcher.fandom.com/wiki/Auberon_Muircetach': 'Auberon Muircetach (father)', 'https://witcher.fandom.com/wiki/Shiadhal': 'Shiadhal (mother)'};{'https://witcher.fandom.com/wiki/Riannon': 'Riannon (daughter)'};{'https://witcher.fandom.com/wiki/Amavet': 'Amavet (grandson)', 'https://witcher.fandom.com/wiki/Adela': 'Adela (granddaughter)', 'https://witcher.fandom.com/wiki/Fiona': 'Fiona (descendant)'};{'https://witcher.fandom.com/wiki/Cregennan_of_Lod': 'Cregennan of Lod (lover)'};Mage;
82;https://witcher.fandom.com/wiki/Leo_Bonhart;Leo Bonhart;Leo;Deceased (killed by Ciri);Human;Male;;;;{'https://witcher.fandom.com/wiki/Dominik_Bombastus_Houvenaghel': 'Dominik Bombastus Houvenaghel (cousin)'};;"Soldier (formerly)
Peddler (formerly)
Bounty hunter";Swordsmanship
83;https://witcher.fandom.com/wiki/Leticia_Charbonneau;Leticia Charbonneau;Leticia;Deceased;Quarter-elf;Female;;{'https://witcher.fandom.com/wiki/Gardic': 'Gardic (father)', 'https://witcher.fandom.com/wiki/Carezza_Charbonneau': 'Carezza Charbonneau (mother)'};;{'https://witcher.fandom.com/wiki/Goidemar': 'Goidemar (half-brother)'};;"Rectoress of Aretuza
Mage";Magic
84;https://witcher.fandom.com/wiki/Lucretia_Vigo;Lucretia Vigo;Lucretia;;Human;Female;;;;{'https://witcher.fandom.com/wiki/Fringilla_Vigo': 'Fringilla Vigo (great-great-great-grandmother)', 'https://witcher.fandom.com/wiki/Geralt_of_Rivia': 'Geralt of Rivia (supposed great-great-great-grandfather)'};;Mage;
85;https://witcher.fandom.com/wiki/Margarita_Laux-Antille;Margarita Laux-Antille;Margarita;;Human;Female;;;;{'https://witcher.fandom.com/wiki/Ilona_Laux-Antille': 'Ilona Laux-Antille (grandmother)'};{'https://witcher.fandom.com/wiki/Lars': 'Lars (formerly)'};"Rectoress of Aretuza
Mage";Magic
86;https://witcher.fandom.com/wiki/Merlin;Merlin;Merlin;;Unknown;Male;;;;;;;
87;https://witcher.fandom.com/wiki/Meve;Meve;Meve;;Human;Female;;{'https://witcher.fandom.com/wiki/Kalis': 'Kalis (mother)'};{'https://witcher.fandom.com/wiki/Villem': 'Villem (son)'};{'https://witcher.fandom.com/wiki/Calanthe': 'Calanthe (unknown degree)'};{'https://witcher.fandom.com/wiki/Reginald': 'Reginald (husband)'};;
88;https://witcher.fandom.com/wiki/Milenka;Milenka;Milenka;;Human;Female;;{'https://witcher.fandom.com/wiki/Tuzik': 'Tuzik (father)'};;;;;
89;https://witcher.fandom.com/wiki/Millet;Millet;Millet;Deceased (shot by Jacob Fenn);Human;Male;;;;;;Assassin;
90;https://witcher.fandom.com/wiki/Milva;Milva;Milva;Deceased (killed by an arrow);Human;Female;;;;;;;"Bowmanship
Equestrianism"
91;https://witcher.fandom.com/wiki/Mistle;Mistle;Mistle;Deceased (killed by Leo Bonhart);Human;Female;;;;;;;
92;https://witcher.fandom.com/wiki/Morteisen;Morteisen;Morteisen;Deceased (killed during the Battle for the Bridge on the Yaruga);Human;Male;;;;;;Soldier;
93;https://witcher.fandom.com/wiki/Munro_Bruys;Munro Bruys;Munro;;Dwarf;Male;;;;;;"Bouncer[1]
Soldier (formerly)";
